iter	TotalF1	MultiClass
283	0.9600339082	0.2231128455
284	0.9604553736	0.2223656618
285	0.9609028276	0.2222980998
286	0.9604408741	0.2216076029
287	0.9613417706	0.2207226777
288	0.9613365684	0.2204124407
289	0.9618038231	0.2197337973
290	0.9618323942	0.219468518
291	0.9618323942	0.2191784359
292	0.962265716	0.2186328586
293	0.9627274545	0.218050368
294	0.962265716	0.2176495661
295	0.962265716	0.2175583491
296	0.9618038231	0.2170019584
297	0.9632042473	0.2163569891
298	0.9632042473	0.2152254243
299	0.9632042473	0.2146981194
300	0.9636448302	0.2143521277
301	0.9636448302	0.2139082183
302	0.9636448302	0.2137991404
303	0.9645665492	0.2131365408
304	0.9641334505	0.212485688
305	0.9641334505	0.2117457191
306	0.9641334505	0.211252068
307	0.9641334505	0.2105454711
308	0.9641334505	0.2098304897
309	0.9637002758	0.2092828537
310	0.9637002758	0.2089935797
311	0.9645665492	0.2082716079
312	0.964579826	0.2076683177
313	0.964579826	0.2074041106
314	0.964579826	0.2070185401
315	0.9650216304	0.2064380791
316	0.9650492115	0.2061281946
317	0.9650492115	0.2061021795
318	0.9646165845	0.2053395915
319	0.9650583509	0.204797633
320	0.9654903744	0.2045421426
321	0.9659360959	0.2040194949
322	0.9659182269	0.2032260294
323	0.965960931	0.2028346217
324	0.9663929392	0.2022716142
325	0.9668386385	0.2016365719
326	0.9672980301	0.2009740615
327	0.9672980301	0.2003761834
328	0.9672980301	0.2001435804
329	0.9677294698	0.1993621968
330	0.9677572943	0.1986838954
331	0.9677572943	0.1985626577
332	0.9677572943	0.1982077394
333	0.9686572855	0.1975349253
334	0.9677671223	0.1968469034
335	0.9677671223	0.1967687275
336	0.9686572855	0.196586099
337	0.9686940071	0.1958794229
338	0.9686572855	0.1952792063
339	0.9691193461	0.194595378
340	0.9691193461	0.1942837382
341	0.9691193461	0.1940503921
342	0.9695864333	0.1932986429
343	0.9695864333	0.1927945394
344	0.9700534295	0.1924047134
345	0.9705105039	0.1922818234
346	0.9691389449	0.1915399045
347	0.9691389449	0.1914900277
348	0.9696072137	0.1914365241
349	0.9700638331	0.1908235918
350	0.9709520992	0.1900364603
351	0.9709520992	0.1898021012
352	0.9709520992	0.1891350645
353	0.9709520992	0.1890757332
354	0.9723073208	0.1886898031
355	0.9723073208	0.1883917227
356	0.9736308966	0.1877489642
357	0.9736308966	0.1874385959
358	0.9740875802	0.1868661883
359	0.9740875802	0.1863169747
360	0.9740875802	0.1859740886
361	0.973621709	0.1856973895
362	0.973621709	0.185417779
363	0.973621709	0.1849301215
364	0.9740875802	0.1843806774
365	0.9740875802	0.1836453053
366	0.9740875802	0.1832918159
367	0.974519347	0.182803415
368	0.974519347	0.1823080308
369	0.974519347	0.1819506188
370	0.9749760008	0.181180715
371	0.974519347	0.1807474892
372	0.9749760008	0.1802704273
373	0.9749857699	0.1797309547
374	0.9754417498	0.179369307
375	0.9754417498	0.1786929571
376	0.9758976303	0.1781812105
377	0.9754417498	0.1777596749
378	0.9754417498	0.177255712
379	0.9754417498	0.1770046562
380	0.9763534167	0.1767041559
381	0.9777385473	0.1758832609
382	0.9777385473	0.1756970354
383	0.9777385473	0.1754887064
384	0.9781942445	0.1746820686
385	0.9781942445	0.1745221628
386	0.9781942445	0.1743245815
387	0.9781942445	0.1741158609
388	0.9781942445	0.1736746428
389	0.9781942445	0.1732667557
390	0.9786279937	0.1727888859
391	0.9781942445	0.1725299303
392	0.9786498577	0.1722740661
393	0.9786498577	0.1719999331
394	0.9790836735	0.1714602162
395	0.9790836735	0.1711059595
396	0.9790836735	0.1708959416
397	0.9790836735	0.1701133759
398	0.9790836735	0.1697163156
399	0.9790836735	0.1693309111
400	0.9790836735	0.1691367207
401	0.9790836735	0.1689589256
402	0.9795392727	0.1684769802
403	0.9795392727	0.1677599715
404	0.9795392727	0.1671568558
405	0.9795392727	0.1665692215
406	0.9795608523	0.165874545
407	0.9795608523	0.165700993
408	0.9795608523	0.1654710666
409	0.9800039625	0.165329327
410	0.9800039625	0.1650918396
411	0.9800039625	0.1648137112
412	0.9800039625	0.1642397514
413	0.9800039625	0.1641353029
414	0.9800039625	0.1638020176
415	0.9800039625	0.1632995638
416	0.9804373132	0.1628748307
417	0.9804373132	0.1627354891
418	0.9800039625	0.1623533523
419	0.9804373132	0.1619626395
420	0.9804373132	0.1617606453
421	0.9799947963	0.1613608118
422	0.9799947963	0.1611030768
423	0.9804373132	0.1609855574
424	0.9799947963	0.1606709399
425	0.9804286867	0.1601455293
426	0.9804286867	0.1597659484
427	0.9799947963	0.1594832871
428	0.9799947963	0.1590280993
429	0.9799947963	0.1589806214
430	0.9799947963	0.1584745314
431	0.9799947963	0.1582596131
432	0.9799947963	0.1580010266
433	0.9799947963	0.1577856552
434	0.9799947963	0.1573324956
435	0.9799947963	0.1571652078
436	0.9804286867	0.1568640449
437	0.9804286867	0.1565624124
438	0.9804286867	0.1563773865
439	0.9804402589	0.1560544528
440	0.9813068107	0.1558321438
441	0.9817400206	0.1556227064
442	0.9813068107	0.1554481321
443	0.9817400206	0.1551722597
444	0.9817400206	0.1549964589
445	0.9822012751	0.1545728672
446	0.9822012751	0.1542019936
447	0.9822012751	0.154078358
448	0.9822012751	0.1537284865
449	0.9822012751	0.1534384407
450	0.9817680345	0.1529417034
451	0.9826624679	0.1525214718
452	0.9826624679	0.1522074694
453	0.9826624679	0.1519400374
454	0.9822291976	0.1516536706
455	0.9826624679	0.1512707026
456	0.9835500972	0.1507781036
457	0.9835500972	0.1506966134
458	0.9835500972	0.1506080031
459	0.9835500972	0.150553556
460	0.9835500972	0.1501023212
461	0.9840123647	0.1496641238
462	0.9840123647	0.1495002271
463	0.9840123647	0.1494385242
464	0.9839833444	0.148937859
465	0.9839833444	0.1487779931
466	0.9839833444	0.1484523316
467	0.9839833444	0.1480393001
468	0.9844586973	0.1476984326
469	0.9844586973	0.1473576063
470	0.9844586973	0.1471575387
471	0.9840044283	0.1468433503
472	0.9840044283	0.1467357408
473	0.9840044283	0.1463271482
474	0.9840044283	0.1458943108
475	0.9844666532	0.1456548261
476	0.9844666532	0.1452942652
477	0.9848794857	0.1450935417
478	0.985333264	0.1448172429
479	0.9857869796	0.144400073
480	0.9857869796	0.144018638
481	0.9866739823	0.1435200174
482	0.9862275668	0.1432487422
483	0.9862275668	0.1431607513
484	0.9862275668	0.1428458338
485	0.9862275668	0.1425830262
486	0.9866806802	0.1423047402
487	0.9862275668	0.1420690197
488	0.9875910958	0.1416916933
489	0.9871386801	0.1415156795
490	0.9866806802	0.1412541155
491	0.9871386801	0.1409586614
492	0.9875910958	0.1405454239
493	0.9871337368	0.1403503874
494	0.9875910958	0.1401747985
495	0.9875910958	0.139784762
496	0.9875910958	0.1396862573
497	0.9880434624	0.1393895312
498	0.9880434624	0.1390011837
499	0.9880434624	0.1388877501
500	0.9871765742	0.1385671601
501	0.9876100362	0.138355596
502	0.9876100362	0.1382091894
503	0.9876100362	0.1379054219
504	0.9876332197	0.1374945062
505	0.9880667013	0.1370947551
506	0.9880667013	0.1368484428
507	0.9880667013	0.1363679744
508	0.9885183539	0.1360530926
509	0.9885183539	0.1357990232
510	0.9889699716	0.1356454154
511	0.9889699716	0.1354670679
512	0.9885183539	0.1351058225
513	0.9889699716	0.1346742182
514	0.9889699716	0.1344030097
515	0.9885145687	0.1341213568
516	0.9885145687	0.1338591584
517	0.9885145687	0.1336410767
518	0.9885145687	0.1334600951
519	0.9885145687	0.1331115427
520	0.9885145687	0.1326768668
521	0.9889667837	0.1322966849
522	0.9889667837	0.1320626735
523	0.9894215594	0.1317837008
524	0.9894215594	0.1315834723
525	0.9894215594	0.1314594984
526	0.9894215594	0.1313181147
527	0.9894215594	0.1311045619
528	0.9894215594	0.1309542221
529	0.9894215594	0.1309060051
530	0.9894215594	0.1308721447
531	0.9894215594	0.130830353
532	0.9898551095	0.130491118
533	0.9898551095	0.1302720847
534	0.9898551095	0.1300446113
535	0.9898551095	0.1299560469
536	0.9898551095	0.1297400016
537	0.9902886229	0.1294301029
538	0.9907221039	0.1292603592
539	0.9907221039	0.1289013546
540	0.9907221039	0.1286948422
541	0.991155557	0.1284716136
542	0.9907221039	0.12837538
543	0.9911595075	0.1280406864
544	0.9911595075	0.127845194
545	0.9911595075	0.1276007667
546	0.9911595075	0.1273524528
547	0.9911595075	0.1270440756
548	0.9911595075	0.1267078988
549	0.9911595075	0.1265326286
550	0.9911595075	0.1262894885
551	0.9911595075	0.126135897
552	0.9911595075	0.1258647452
553	0.9911595075	0.1255836738
554	0.9911595075	0.1254326579
555	0.9916154643	0.1251709095
556	0.9920665074	0.1249333269
557	0.9920665074	0.1245356025
558	0.9924994243	0.1244057854
559	0.9924994243	0.1242363933
560	0.9924994243	0.123911222
561	0.9929323176	0.1235783855
562	0.9924994243	0.1234329025
563	0.9924994243	0.1232110676
564	0.9924994243	0.1230723871
565	0.9924994243	0.1229811465
566	0.9920665074	0.1227739344
567	0.9924994243	0.1223467794
568	0.9924994243	0.1223112001
569	0.9924994243	0.1221296166
570	0.9929504685	0.1218977316
571	0.9933833843	0.1216315151
572	0.9933833843	0.1213359676
573	0.9933833843	0.1211125105
574	0.9929504685	0.1209242956
575	0.9929504685	0.120667341
576	0.9929504685	0.1204953524
577	0.9929504685	0.1202562257
578	0.9929504685	0.1200909849
579	0.9929504685	0.1198124243
580	0.9929504685	0.1196580261
581	0.9925175276	0.1195158564
582	0.9925175276	0.1193946086
583	0.9925175276	0.1191255424
584	0.9925175276	0.118880396
585	0.9929504685	0.1186863604
586	0.9929504685	0.1183977853
587	0.9929504685	0.118315234
588	0.9929504685	0.1180805212
589	0.9934014931	0.1177677578
590	0.9934014931	0.117629814
591	0.9934014931	0.1175167885
592	0.9934014931	0.1173457793
593	0.9934014931	0.1171102536
594	0.9934014931	0.1169824855
595	0.9934014931	0.1167598189
596	0.9934014931	0.1166566346
597	0.9934014931	0.1165438438
598	0.9934014931	0.1164104935
599	0.9934014931	0.1162806889
600	0.9938344298	0.1160856785
601	0.9938344298	0.1158112444
602	0.9938344298	0.1156032478
603	0.9938344298	0.1153881621
604	0.9938344298	0.1151922576
605	0.9938344298	0.1149172923
606	0.9938344298	0.1146996929
607	0.9938344298	0.1144687735
608	0.9938344298	0.114258688
609	0.9938344298	0.1140111532
610	0.9933833843	0.1138319222
611	0.9938344298	0.1136113427
612	0.9938344298	0.1135321277
613	0.9938344298	0.1132767176
614	0.9933833843	0.1130005072
615	0.9938344298	0.1128662963
616	0.9942673443	0.1125808297
617	0.9942673443	0.1124573681
618	0.9942673443	0.11237048
619	0.9938344298	0.112168432
620	0.9938344298	0.1120805232
621	0.9938344298	0.1119182141
622	0.9938344298	0.1116897941
623	0.9938344298	0.1115405051
624	0.9938344298	0.1113940499
625	0.9938344298	0.1112312344
626	0.9942673443	0.1110621647
627	0.9942673443	0.1109354467
628	0.9942673443	0.1107142233
629	0.9942673443	0.110487083
630	0.9942673443	0.1103500868
631	0.9942673443	0.1101386871
632	0.9942673443	0.1099686459
633	0.9942673443	0.1097395168
634	0.9942673443	0.1096599193
635	0.9942673443	0.1095360118
636	0.9947183914	0.1093549525
637	0.9947183914	0.109218494
638	0.9942673443	0.1090181748
639	0.9942673443	0.1088622821
640	0.9942673443	0.1088440753
641	0.9942673443	0.1087707688
642	0.9942673443	0.1086424108
643	0.9942673443	0.108472021
644	0.9942673443	0.1082964682
645	0.9942673443	0.1080344273
646	0.9942673443	0.1078496832
647	0.9942673443	0.1075743811
648	0.9942673443	0.1074837996
649	0.9942673443	0.1072253116
650	0.9942673443	0.1070374908
651	0.9942673443	0.1068098029
652	0.9942673443	0.1067005665
653	0.9942673443	0.1065725124
654	0.9947183914	0.1062903217
655	0.9947183914	0.1061201318
656	0.9947183914	0.106009078
657	0.9947183914	0.1057810433
658	0.9947183914	0.1055998306
659	0.9947183914	0.1053002173
660	0.9947183914	0.1051105906
661	0.9947183914	0.1049669504
662	0.9951513043	0.104812219
663	0.9955847541	0.1047017912
664	0.9955847541	0.1046305135
665	0.9955847541	0.104539833
666	0.9951524106	0.1043480263
667	0.9951524106	0.1040517405
668	0.9955847541	0.1037497152
669	0.9955847541	0.1035611588
670	0.9951524106	0.1033455462
671	0.9951524106	0.1032036817
672	0.9951524106	0.1030359873
673	0.9951524106	0.102978826
674	0.9955847541	0.1028272001
675	0.9960170848	0.1025748358
676	0.9955847541	0.1024338891
677	0.9960170848	0.1022809958
678	0.9960170848	0.1020850451
679	0.9960170848	0.1019566371
680	0.9960170848	0.1018104693
681	0.9960170848	0.1015926398
682	0.9960170848	0.1014773576
683	0.9960170848	0.1013712386
684	0.9960170848	0.1012743441
685	0.9960170848	0.101109607
686	0.9960170848	0.1008795742
687	0.9960170848	0.1007960498
688	0.9960170848	0.100677904
689	0.9960170848	0.1004255646
690	0.9964681532	0.1002769707
691	0.9964681532	0.09997197661
692	0.9964681532	0.09986399697
693	0.9964681532	0.09967453211
694	0.9964681532	0.09947637139
695	0.9964681532	0.09933191938
696	0.9964681532	0.09922903714
697	0.9964681532	0.09913193944
698	0.9964681532	0.09907671275
699	0.9964681532	0.09890078055
700	0.9964681532	0.09876252833
701	0.9964681532	0.09862237931
702	0.9964681532	0.0984596018
703	0.9964681532	0.09832943142
704	0.9964681532	0.09829943792
705	0.9964681532	0.09815759843
706	0.9964681532	0.09800052567
707	0.9964681532	0.09776495381
708	0.9964681532	0.09760172896
709	0.9964681532	0.09750292348
710	0.9964681532	0.09741434274
711	0.9969192098	0.09725268127
712	0.9969192098	0.09710440398
713	0.9973515522	0.09697338779
714	0.9973515522	0.09669536706
715	0.9969192098	0.09644093975
716	0.9973515522	0.09624722216
717	0.9973515522	0.09619133596
718	0.9973515522	0.09613627495
719	0.9973515522	0.09611758522
720	0.9973515522	0.09596681672
721	0.9973515522	0.09584487255
722	0.9973515522	0.09569240426
723	0.9973515522	0.0955119462
724	0.9973515522	0.09539864794
725	0.9973515522	0.09537194274
726	0.9973515522	0.09521496327
727	0.9973515522	0.09501729648
728	0.9978026097	0.09482534922
729	0.9978026097	0.09471203983
730	0.9978026097	0.09464373739
731	0.9978026097	0.09455379754
732	0.9978026097	0.09437362629
733	0.9978026097	0.09416723867
734	0.9978026097	0.09412344332
735	0.9978026097	0.09390406307
736	0.9978026097	0.09371008504
737	0.9978026097	0.09357347201
738	0.9978026097	0.0934623254
739	0.9978026097	0.0933328756
740	0.9978026097	0.09313634127
741	0.9978026097	0.09298693192
742	0.9978026097	0.09282123792
743	0.9982536637	0.09264649946
744	0.9982536637	0.09245820258
745	0.9986860099	0.09230209562
746	0.9986860099	0.09228101685
747	0.9982536637	0.09209833693
748	0.9986860099	0.09191826856
749	0.9986860099	0.09172672941
750	0.9986860099	0.09162542699
751	0.9986860099	0.09149451647
752	0.9986860099	0.0913657883
753	0.9986860099	0.09123056231
754	0.9986860099	0.09119722965
755	0.9986860099	0.09105651106
756	0.9986860099	0.09084970445
757	0.9986860099	0.09061443019
758	0.9986860099	0.09051208845
759	0.9986860099	0.09030737316
760	0.9986860099	0.09014513619
761	0.9986860099	0.09002771567
762	0.9986860099	0.08992560531
763	0.9986860099	0.0898438162
764	0.9986860099	0.08972512993
765	0.9986860099	0.08963041765
766	0.9986860099	0.08947368795
767	0.9986860099	0.08937797066
768	0.9986860099	0.08922374288
769	0.9986860099	0.08905815226
770	0.9986860099	0.088966718
771	0.9986860099	0.08874329208
772	0.9986860099	0.08873349913
773	0.9986860099	0.08862374574
774	0.9986860099	0.08851453862
775	0.9986860099	0.0882752727
776	0.9986860099	0.08804613753
777	0.9986860099	0.08781376655
778	0.9986860099	0.0876905752
779	0.9986860099	0.08756418773
780	0.9986860099	0.08748815248
781	0.9986860099	0.08737727456
782	0.9986860099	0.08734139576
783	0.9986860099	0.08711341597
784	0.9986860099	0.08695159378
785	0.9986860099	0.08690730815
786	0.9986860099	0.08684368594
787	0.9986860099	0.08675018429
788	0.9986860099	0.08665591391
789	0.9986860099	0.08645572774
790	0.9986860099	0.08628344298
791	0.9991358792	0.08609379584
792	0.9991358792	0.08598321803
793	0.9991358792	0.08588900773
794	0.9991358792	0.08566064339
795	0.9991358792	0.08552490709
796	0.9991358792	0.08546353932
797	0.9991358792	0.0852767548
798	0.9991358792	0.08520864857
799	0.9991358792	0.08515442246
800	0.9991358792	0.08504382511
801	0.9991358792	0.08488269132
802	0.9991358792	0.08477189255
803	0.9991358792	0.08471684506
804	0.9991358792	0.08462139048
805	0.9991358792	0.0844725851
806	0.9991358792	0.08424847861
807	0.9991358792	0.08404016154
808	0.9991358792	0.08389014809
809	0.9991358792	0.08385784652
810	0.9991358792	0.08370432314
811	0.9991358792	0.08364424818
812	0.9991358792	0.08344921694
813	0.9991358792	0.0832300506
814	0.9991358792	0.08312924482
815	0.9991358792	0.08308706569
816	0.9991358792	0.08300120715
817	0.9991358792	0.08293812503
818	0.9991358792	0.08282985514
819	0.9991358792	0.08272267195
820	0.9991358792	0.08261519951
821	0.9991358792	0.08243756686
822	0.9991358792	0.08234565736
823	0.9991358792	0.08226570316
824	0.9991358792	0.08210999521
825	0.9991358792	0.08197233597
826	0.9991358792	0.08181720514
827	0.9991358792	0.08169744202
828	0.9991358792	0.08152193741
829	0.9991358792	0.081472756
830	0.9991358792	0.08144675258
831	0.9991358792	0.08127264767
832	0.9991358792	0.08121202361
833	0.9991358792	0.0811633732
834	0.9991358792	0.08108474002
835	0.9991358792	0.08092476179
836	0.9991358792	0.08080146191
837	0.9991358792	0.0807403497
838	0.9991358792	0.08061668203
839	0.9991358792	0.08054599564
840	0.9991358792	0.08040746516
841	0.9991358792	0.08024461653
842	0.9991358792	0.08014558407
843	0.9991358792	0.08006331704
844	0.9991358792	0.07986222241
845	0.9991358792	0.07979930713
846	0.9991358792	0.07964056107
847	0.9991358792	0.07950248703
848	0.9991358792	0.07928602873
849	0.9991358792	0.07910281414
850	0.9991358792	0.07893055752
851	0.9991358792	0.07887762556
852	0.9991358792	0.078850781
853	0.9991358792	0.07870079997
854	0.9991358792	0.07860706795
855	0.9991358792	0.07851827878
856	0.9991358792	0.07837130831
857	0.9991358792	0.07824053858
858	0.9991358792	0.07809027195
859	0.9991358792	0.07791724766
860	0.9991358792	0.07789462847
861	0.9991358792	0.07778595668
862	0.9991358792	0.07766705262
863	0.9991358792	0.07757496884
864	0.9991358792	0.07755461809
865	0.9991358792	0.07746593542
866	0.9991358792	0.07736947061
867	0.9991358792	0.07722088086
868	0.9991358792	0.07708250466
869	0.9991358792	0.07699595039
870	0.9991358792	0.07693048209
871	0.9991358792	0.07682058677
872	0.9991358792	0.07674832998
873	0.9991358792	0.07669818503
874	0.9991358792	0.07657569754
875	0.9991358792	0.07641863127
876	0.9991358792	0.07633739371
877	0.9991358792	0.07618507559
878	0.9991358792	0.07609911641
879	0.9991358792	0.0760236981
